Color Values,,,
1480323887,15,,32
-1414992459,21,,
1480350397,29,,
2017699737,25,,
-2111384906,22,,
-2111358396,4,,
-1408152913,15,,
-1552730436,28,,
452793566,30,,
452820076,12,,
-1552597887,1,,
1480509456,16,,
225314482,18,,
66218355,19,,
184805900,12,,
-651627280,16,,
1306852707,3,,
225394011,27,,
225420521,9,,
225473541,5,,
225500051,19,,
225526561,1,,
-651415201,31,,
-1188738030,18,,
-644575654,26,,
-1726060860,4,,
-1248500079,17,,
-1188605481,23,,
1252620219,27,,
-1725901801,23,,
1252646729,9,,
-1725875291,5,,
1252673239,23,,
-1188525952,0,,
-1725822272,0,,
1094959325,29,,
-1725795762,14,,
-1725769252,28,,
-1725742742,10,,
-1725716232,24,,
-485108389,27,,
-334519830,10,,
-1725663212,20,,
-1022431219,13,,
989183349,21,,
-1725530663,25,,
989236369,17,,
-1899213921,31,,
1314321188,4,,
-863123014,26,,
950779451,27,,
1321213754,26,,
1858589604,4,,
777183928,24,,
777210437,5,,
618114311,7,,
777236947,19,,
1480442430,30,,
-637080664,8,,
777263457,1,,
-637054154,22,,
777289967,15,,
1480548470,22,,
777342987,11,,
-636948114,14,,
1480628000,0,,
-795964712,24,,
-1174164905,23,,
-636815565,19,,
-1174138395,5,,
-1174111885,19,,
-879470200,8,,
-1174085375,1,,
-1174058865,15,,
-1174032355,29,,
-470800362,22,,
-1174005846,10,,
-1173979336,24,,
87907128,24,,
-1884958914,30,,
1706802899,19,,
-1884879385,7,,
1866005065,9,,
1865978555,27,,
-1884826365,3,,
-1402901859,29,,
1866058085,5,,
-367551725,19,,
-367525215,1,,
-1884720325,27,,
1866111104,0,,
-367498705,15,,
-1884667306,22,,
1155051996,28,,
1155131526,6,,
1866217144,24,,
-1884587776,0,,
-85343767,9,,
-85290748,4,,
-85211218,14,,
-85184708,28,,
-1559343897,7,,
1692772474,26,,
-85158198,10,,
1155449644,12,,
-85105178,6,,
1480454934,22,,
-1830283061,11,,
1480507954,18,,
80883514,26,,
80910024,8,,
892443636,20,,
777355491,3,,
-99586271,1,,
-796031737,7,,
777408510,30,,
1480640504,24,,
-796005227,21,,
1761637812,20,,
1217501945,25,,
1761664321,1,,
-795925698,30,,
1224341492,20,,
81042574,14,,
-1499157691,5,,
777488040,8,,
618418423,23,,
1217634495,31,,
1761796871,7,,
1217661005,13,,
-1333142488,8,,
1217687514,26,,
-1339929015,9,,
680364685,13,,
777620589,13,,
-1339875995,5,,
-1333115978,22,,
-1333089468,4,,
-1836671939,29,,
-1877225335,9,,
680391194,26,,
1217740534,22,,
1217767044,4,,
1224553570,2,,
680417704,8,,
-1877198825,23,,
-1339849485,19,,
1761876400,16,,
1791061666,2,,
-1877172315,5,,
1217793554,18,,
-1333036449,31,,
1224580080,16,,
680444214,22,,
-1877145805,19,,
-1339796465,15,,
-1333009939,13,,
1217820064,0,,
680470724,4,,
-1877119295,1,,
1224633100,12,,
1217846574,14,,
-1339769955,29,,
680497234,18,,
-1332956919,9,,
-1173860792,8,,
680523744,0,,
-1332930409,23,,
1224686120,8,,
-1339716936,24,,
1217926103,23,,
680576764,28,,
1383808757,21,,
680629783,23,,
680603273,9,,
-1339610896,16,,
-1876960236,20,,
135426819,3,,
-583007235,29,,
-1173728243,13,,
506973035,11,,
-733581788,4,,
507052564,20,,
-30270266,6,,
-30296776,24,,
-567619605,11,,
-2048485791,1,,
-311108514,30,,
-30111206,26,,
-2048406262,10,,
-741117295,17,,
-1981645608,24,,
1769212332,12,,
1769265352,8,,
1769291861,21,,
1769318371,3,,
295159182,14,,
1769344881,17,,
1769371391,31,,
1769397901,13,,
1769450921,9,,
1769424411,27,,
-953143226,6,,
1888064976,16,,
-1822231363,29,,
-1284855513,7,,
-1284829003,21,,
-182083481,7,,
1058524362,10,,
1935519143,7,,
-182030461,3,,
1935545653,21,,
1895010561,1,,
-182003951,17,,
-1656163140,28,,
196275772,28,,
-181977441,31,,
1935598673,17,,
1058630401,1,,
-181950931,13,,
-181897912,8,,
1058683421,29,,
1383688711,7,,
1058709931,11,,
-181844892,4,,
-15856199,25,,
521493141,21,,
1058895500,12,,
-15803179,21,,
-15776669,3,,
680668797,29,,
521599180,12,,
-15750160,16,,
-1595923914,22,,
-1595870894,18,,
-1974071087,17,,
-1595817875,13,,
-1974044578,30,,
-1436695238,26,,
2101985013,21,,
-1974018068,12,,
-1973965048,8,,
-189247849,23,,
-1973938538,22,,
1225122782,30,,
-1973912028,4,,
-1973885518,18,,
-1973859008,0,,
-1973832499,13,,
-1270573996,20,,
906949736,8,,
907002755,3,,
907055775,31,,
907082285,13,,
-1981421025,31,,
1610340788,20,,
-2147277168,16,,
907108795,27,,
1073044468,20,,
355172324,4,,
1073150507,11,,
-1104293694,2,,
1610473337,25,,
1299331207,7,,
1610526357,21,,
1073203527,7,,
-1981129416,24,,
1935690706,18,,
536039757,13,,
-885090891,21,,
-885064381,3,,
1252699749,5,,
1232538243,3,,
-885011361,31,,
1232564753,17,,
-884958341,27,,
-884931832,8,,
1776780148,20,,
-718996159,1,,
355702521,25,,
-1595937920,0,,
-718916629,11,,
-718890119,25,,
1798217828,4,,
-181487760,16,,
-2133128200,24,,
1836913335,23,,
1443993461,21,,
1444019971,3,,
-2133075181,19,,
1444046481,17,,
-1595699331,29,,
-2132995651,29,,
-1595646311,25,,
1624648815,15,,
-2132969141,11,,
-2132942631,25,,
-2132916121,7,,
1624728345,25,,
-2132863102,2,,
1624754855,7,,
1624781364,20,,
1451071596,12,,
1624807874,2,,
1451098106,26,,
1624860894,30,,
1624834384,16,,
1624887404,12,,
1624913914,26,,
1624940424,8,,
1624966933,21,,
-559210775,9,,
144021218,2,,
1451257165,13,,
1444523658,10,,
1451416224,0,,
1444656208,16,,
1444762247,7,,
1451628303,15,,
-1747353487,17,,
-1581444324,28,,
-1581417814,10,,
810369082,26,,
287923490,2,,
287950000,16,,
287976510,30,,
-1581258755,29,,
-1581232245,11,,
976437304,24,,
-884760268,20,,
-884733758,2,,
-1422056588,20,,
976463814,6,,
-1581126205,3,,
976490324,20,,
-718798085,27,,
-718771576,8,,
1135639470,14,,
1838871463,7,,
-2118396015,17,,
-2118369506,30,,
1679801846,22,,
-981883624,24,,
1135692490,10,,
-2118342996,12,,
1135745510,6,,
-981751075,29,,
1135798529,1,,
-718612516,28,,
1135825039,15,,
1135878059,11,,
258883278,14,,
-981671545,7,,
1839110052,4,,
-856297473,31,,
258962808,24,,
-981618525,3,,
-815709362,14,,
-863030980,28,,
1399122657,1,,
258989317,5,,
-278333512,24,,
-815682852,28,,
-278307003,5,,
-815656342,10,,
-815629832,24,,
-552438255,17,,
-278253983,1,,
-278227473,15,,
-552279195,5,,
-815444263,25,,
962512919,23,,
1302184870,6,,
1527935612,28,,
750274909,29,,
1528015141,5,,
1528041651,19,,
1528068161,1,,
1528094671,15,,
-649296511,1,,
1528121181,29,,
-1526264783,17,,
-656056528,16,,
-649270002,14,,
1528147690,10,,
-1526238273,31,,
47201975,23,,
1528174200,24,,
47228485,5,,
1528200710,6,,
-2070241590,10,,
107176102,6,,
107202612,20,,
1347810455,23,,
810461115,27,,
1687482406,6,,
1354623491,3,,
107282142,30,,
1687508916,20,,
107308652,12,,
107361671,7,,
810593664,0,,
810620174,14,,
810646684,28,,
273323854,14,,
810699704,24,,
273376874,10,,
273403384,24,,
273429894,6,,
-263866426,6,,
273456404,20,,
-263839916,20,,
439365567,31,,
273482914,2,,
-263813406,2,,
-263786897,15,,
273562443,11,,
439445096,8,,
439498116,4,,
-974846005,11,,
-974819495,25,,
998152586,10,,
-1291343727,17,,
-1677998468,28,,
-112438355,13,,
-1677971958,10,,
99958714,26,,
-1677945448,24,,
-815564309,11,,
998285136,16,,
-981420452,28,,
-1518769792,0,,
-1518743282,14,,
-437231566,18,,
-1518716772,28,,
-1518637243,5,,
1899414802,18,,
294656997,5,,
-981128844,20,,
1362171502,14,,
294710016,0,,
824822162,18,,
294736526,14,,
824875182,14,,
294763036,28,,
1362251031,23,,
824901692,28,,
824954711,23,,
824928201,9,,
1362304051,19,,
294842566,6,,
824981221,5,,
294869076,20,,
825007731,19,,
825034241,1,,
825060751,15,,
-649124948,12,,
825087261,29,,
825113770,10,,
825166790,6,,
825246320,16,,
-754900925,3,,
984421976,24,,
984448486,6,,
-429895635,13,,
991235013,5,,
-1306863906,30,,
-1126314591,1,,
-429869125,27,,
984474996,20,,
-1140795684,28,,
-966953366,10,,
-429630536,24,,
-966926856,24,,
-966900346,6,,
-263694863,17,,
1747866686,30,,
-966873836,20,,
-263641843,13,,
-429471477,11,,
1754732742,6,,
-1677932944,16,,
1747972725,21,,
1748052255,31,,
-263482784,0,,
-1518651248,16,,
1376665098,10,,
1376691608,24,,
-1677720865,31,,
1376718118,6,,
1202981839,15,,
1376744627,19,,
2079950111,31,,
2079976620,12,,
1376771137,1,,
1376797647,15,,
1376824157,29,,
2080056150,22,,
-1518439169,31,,
